"id_location";"id_client";"code_client";"prenom";"nom";"email";"id_ville";"ville";"id_pays";"pays";"code_pays";"id_temps";"date_location";"annee";"mois";"jour";"trimestre";"id_contenu";"id_categorie_film";"id_langue_film";"acteur_principal";"date_retour";"montant"
20184;339;W339P344;WALTER;PERRYMAN;WALTER.PERRYMAN@sakilacustomer.org;581;Xinxiang;23;China;C5FF;20184;2022-08-21;2022;8;21;3;20184;5;1;134;20220823;4.99
20192;340;P340N345;PATRICK;NEWSOM;PATRICK.NEWSOM@sakilacustomer.org;201;Hanoi;105;Vietnam;"19D2";20192;2022-08-19;2022;8;19;3;20192;14;1;200;20220825;1.99
20197;340;P340N345;PATRICK;NEWSOM;PATRICK.NEWSOM@sakilacustomer.org;201;Hanoi;105;Vietnam;"19D2";20197;2022-08-22;2022;8;22;3;20197;8;1;180;20220827;2.99
20210;342;H342M347;HAROLD;MARTINO;HAROLD.MARTINO@sakilacustomer.org;84;Boa Vista;15;Brazil;CD6C;20210;2022-08-02;2022;8;2;3;20210;3;1;71;20220806;2.99
20213;342;H342M347;HAROLD;MARTINO;HAROLD.MARTINO@sakilacustomer.org;84;Boa Vista;15;Brazil;CD6C;20213;2022-08-17;2022;8;17;3;20213;6;1;144;20220824;6.99
20218;342;H342M347;HAROLD;MARTINO;HAROLD.MARTINO@sakilacustomer.org;84;Boa Vista;15;Brazil;CD6C;20218;2022-08-20;2022;8;20;3;20218;9;1;122;20220824;4.99
20224;342;H342M347;HAROLD;MARTINO;HAROLD.MARTINO@sakilacustomer.org;84;Boa Vista;15;Brazil;CD6C;20224;2022-08-23;2022;8;23;3;20224;8;1;119;20220824;4.99
20226;343;D343G348;DOUGLAS;GRAF;DOUGLAS.GRAF@sakilacustomer.org;335;Mexicali;60;Mexico;C350;20226;2022-08-01;2022;8;1;3;20226;1;1;50;20220802;0.99
20227;343;D343G348;DOUGLAS;GRAF;DOUGLAS.GRAF@sakilacustomer.org;335;Mexicali;60;Mexico;C350;20227;2022-08-02;2022;8;2;3;20227;3;1;63;20220805;0.99
20233;344;H344B349;HENRY;BILLINGSLEY;HENRY.BILLINGSLEY@sakilacustomer.org;370;Nukualofa;95;Tonga;"80C5";20233;2022-08-02;2022;8;2;3;20233;13;1;148;20220809;5.99
20236;344;H344B349;HENRY;BILLINGSLEY;HENRY.BILLINGSLEY@sakilacustomer.org;370;Nukualofa;95;Tonga;"80C5";20236;2022-08-19;2022;8;19;3;20236;14;1;54;20220828;3.99
20240;345;C345A350;CARL;ARTIS;CARL.ARTIS@sakilacustomer.org;453;San Lorenzo;73;Paraguay;C95B;20240;2022-08-02;2022;8;2;3;20240;13;1;155;20220803;4.99
20251;346;A346S351;ARTHUR;SIMPKINS;ARTHUR.SIMPKINS@sakilacustomer.org;320;Maikop;80;Russian Federation;F3B2;20251;2022-08-02;2022;8;2;3;20251;15;1;24;20220805;2.99
20261;347;R347S352;RYAN;SALISBURY;RYAN.SALISBURY@sakilacustomer.org;137;Daugavpils;54;Latvia;"3719";20261;2022-08-19;2022;8;19;3;20261;14;1;186;20220826;5.99
20262;347;R347S352;RYAN;SALISBURY;RYAN.SALISBURY@sakilacustomer.org;137;Daugavpils;54;Latvia;"3719";20262;2022-08-22;2022;8;22;3;20262;5;1;186;20220823;4.99
20263;347;R347S352;RYAN;SALISBURY;RYAN.SALISBURY@sakilacustomer.org;137;Daugavpils;54;Latvia;"3719";20263;2022-08-22;2022;8;22;3;20263;3;1;32;20220828;2.99
20265;347;R347S352;RYAN;SALISBURY;RYAN.SALISBURY@sakilacustomer.org;137;Daugavpils;54;Latvia;"3719";20265;2022-08-23;2022;8;23;3;20265;10;1;14;20220824;4.99
20271;348;R348Q353;ROGER;QUINTANILLA;ROGER.QUINTANILLA@sakilacustomer.org;209;Hsichuh;92;Taiwan;B053;20271;2022-08-19;2022;8;19;3;20271;3;1;152;20220828;5.99
20275;348;R348Q353;ROGER;QUINTANILLA;ROGER.QUINTANILLA@sakilacustomer.org;209;Hsichuh;92;Taiwan;B053;20275;2022-08-20;2022;8;20;3;20275;8;1;116;20220825;0.99
20277;348;R348Q353;ROGER;QUINTANILLA;ROGER.QUINTANILLA@sakilacustomer.org;209;Hsichuh;92;Taiwan;B053;20277;2022-08-20;2022;8;20;3;20277;7;1;47;20220825;3.99
20280;348;R348Q353;ROGER;QUINTANILLA;ROGER.QUINTANILLA@sakilacustomer.org;209;Hsichuh;92;Taiwan;B053;20280;2022-08-23;2022;8;23;3;20280;11;1;192;20220825;4.99
20283;349;J349G354;JOE;GILLILAND;JOE.GILLILAND@sakilacustomer.org;221;Imus;75;Philippines;EEF5;20283;2022-08-02;2022;8;2;3;20283;12;1;155;20220809;8.99
20287;349;J349G354;JOE;GILLILAND;JOE.GILLILAND@sakilacustomer.org;221;Imus;75;Philippines;EEF5;20287;2022-08-21;2022;8;21;3;20287;10;1;19;20220829;6.99
20301;351;J351F356;JACK;FOUST;JACK.FOUST@sakilacustomer.org;597;Zeleznogorsk;80;Russian Federation;F3B2;20301;2022-08-01;2022;8;1;3;20301;15;1;115;20220802;2.99
20304;351;J351F356;JACK;FOUST;JACK.FOUST@sakilacustomer.org;597;Zeleznogorsk;80;Russian Federation;F3B2;20304;2022-08-22;2022;8;22;3;20304;6;1;22;20220829;4.99
20305;351;J351F356;JACK;FOUST;JACK.FOUST@sakilacustomer.org;597;Zeleznogorsk;80;Russian Federation;F3B2;20305;2022-08-23;2022;8;23;3;20305;8;1;41;20220831;4.99
20314;352;A352C357;ALBERT;CROUSE;ALBERT.CROUSE@sakilacustomer.org;52;Bamenda;19;Cameroon;"890D";20314;2022-08-22;2022;8;22;3;20314;2;1;93;20220825;0.99
20319;353;J353S358;JONATHAN;SCARBOROUGH;JONATHAN.SCARBOROUGH@sakilacustomer.org;393;Pachuca de Soto;60;Mexico;C350;20319;2022-08-20;2022;8;20;3;20319;13;1;114;20220821;0.99
20329;354;J354N359;JUSTIN;NGO;JUSTIN.NGO@sakilacustomer.org;461;Santo Andr;15;Brazil;CD6C;20329;2022-08-21;2022;8;21;3;20329;7;1;198;20220826;0.99
20335;355;T355G360;TERRY;GRISSOM;TERRY.GRISSOM@sakilacustomer.org;331;Matsue;50;Japan;"3793";20335;2022-08-22;2022;8;22;3;20335;11;1;100;20220827;3.99
20338;356;G356F361;GERALD;FULTZ;GERALD.FULTZ@sakilacustomer.org;464;Satna;44;India;CF87;20338;2022-08-01;2022;8;1;3;20338;4;1;84;20220802;4.99
20346;356;G356F361;GERALD;FULTZ;GERALD.FULTZ@sakilacustomer.org;464;Satna;44;India;CF87;20346;2022-08-20;2022;8;20;3;20346;9;1;83;20220827;6.99
20349;356;G356F361;GERALD;FULTZ;GERALD.FULTZ@sakilacustomer.org;464;Satna;44;India;CF87;20349;2022-08-23;2022;8;23;3;20349;16;1;171;20220829;2.99
20357;358;S358M363;SAMUEL;MARLOW;SAMUEL.MARLOW@sakilacustomer.org;429;Ranchi;44;India;CF87;20357;2022-08-01;2022;8;1;3;20357;15;1;148;20220802;4.99
20363;359;W359M364;WILLIE;MARKHAM;WILLIE.MARKHAM@sakilacustomer.org;20;Almirante Brown;6;Argentina;E7F8;20363;2022-08-02;2022;8;2;3;20363;6;1;107;20220805;4.99
20365;359;W359M364;WILLIE;MARKHAM;WILLIE.MARKHAM@sakilacustomer.org;20;Almirante Brown;6;Argentina;E7F8;20365;2022-08-19;2022;8;19;3;20365;10;1;119;20220822;2.99
20377;360;R360M365;RALPH;MADRIGAL;RALPH.MADRIGAL@sakilacustomer.org;32;Arecibo;77;Puerto Rico;"08FB";20377;2022-08-19;2022;8;19;3;20377;15;1;156;20220828;6.99
20390;361;L361L366;LAWRENCE;LAWTON;LAWRENCE.LAWTON@sakilacustomer.org;585;Yaound;19;Cameroon;"890D";20390;2022-08-19;2022;8;19;3;20390;8;1;34;20220821;0.99
20391;361;L361L366;LAWRENCE;LAWTON;LAWRENCE.LAWTON@sakilacustomer.org;585;Yaound;19;Cameroon;"890D";20391;2022-08-20;2022;8;20;3;20391;1;1;148;20220823;0.99
20395;362;N362B367;NICHOLAS;BARFIELD;NICHOLAS.BARFIELD@sakilacustomer.org;66;Belm;15;Brazil;CD6C;20395;2022-08-01;2022;8;1;3;20395;2;1;124;20220806;3.99
20401;362;N362B367;NICHOLAS;BARFIELD;NICHOLAS.BARFIELD@sakilacustomer.org;66;Belm;15;Brazil;CD6C;20401;2022-08-21;2022;8;21;3;20401;8;1;59;20220823;4.99
20402;362;N362B367;NICHOLAS;BARFIELD;NICHOLAS.BARFIELD@sakilacustomer.org;66;Belm;15;Brazil;CD6C;20402;2022-08-21;2022;8;21;3;20402;5;1;25;20220828;5.99
20407;363;R363W368;ROY;WHITING;ROY.WHITING@sakilacustomer.org;372;Nyeri;52;Kenya;"6FAC";20407;2022-08-18;2022;8;18;3;20407;10;1;41;20220826;5.99
20408;363;R363W368;ROY;WHITING;ROY.WHITING@sakilacustomer.org;372;Nyeri;52;Kenya;"6FAC";20408;2022-08-18;2022;8;18;3;20408;1;1;87;20220824;4.99
20425;365;B365S370;BRUCE;SCHWARZ;BRUCE.SCHWARZ@sakilacustomer.org;377;Okinawa;50;Japan;"3793";20425;2022-08-18;2022;8;18;3;20425;3;1;134;20220821;4.99
20426;365;B365S370;BRUCE;SCHWARZ;BRUCE.SCHWARZ@sakilacustomer.org;377;Okinawa;50;Japan;"3793";20426;2022-08-18;2022;8;18;3;20426;8;1;38;20220828;8.99
20429;366;B366H371;BRANDON;HUEY;BRANDON.HUEY@sakilacustomer.org;50;Balikesir;97;Turkey;"2C55";20429;2022-08-01;2022;8;1;3;20429;6;1;78;20220802;4.99
20435;366;B366H371;BRANDON;HUEY;BRANDON.HUEY@sakilacustomer.org;50;Balikesir;97;Turkey;"2C55";20435;2022-08-20;2022;8;20;3;20435;8;1;65;20220824;2.99
20439;366;B366H371;BRANDON;HUEY;BRANDON.HUEY@sakilacustomer.org;50;Balikesir;97;Turkey;"2C55";20439;2022-08-21;2022;8;21;3;20439;15;1;166;20220826;2.99
20447;367;A367G372;ADAM;GOOCH;ADAM.GOOCH@sakilacustomer.org;8;Adoni;44;India;CF87;20447;2022-08-19;2022;8;19;3;20447;3;1;3;20220827;4.99
20449;367;A367G372;ADAM;GOOCH;ADAM.GOOCH@sakilacustomer.org;8;Adoni;44;India;CF87;20449;2022-08-21;2022;8;21;3;20449;2;1;51;20220830;10.99
20460;368;H368A373;HARRY;ARCE;HARRY.ARCE@sakilacustomer.org;356;Najafabad;46;Iran;"37F2";20460;2022-08-21;2022;8;21;3;20460;5;1;149;20220829;7.99
20462;368;H368A373;HARRY;ARCE;HARRY.ARCE@sakilacustomer.org;356;Najafabad;46;Iran;"37F2";20462;2022-08-22;2022;8;22;3;20462;12;1;112;20220830;2.99
20488;371;B371P376;BILLY;POULIN;BILLY.POULIN@sakilacustomer.org;98;Cabuyao;75;Philippines;EEF5;20488;2022-08-23;2022;8;23;3;20488;3;1;133;20220827;0.99
20490;372;S372M377;STEVE;MACKENZIE;STEVE.MACKENZIE@sakilacustomer.org;415;Probolinggo;45;Indonesia;"9F5D";20490;2022-08-02;2022;8;2;3;20490;1;1;153;20220811;10.99
20493;372;S372M377;STEVE;MACKENZIE;STEVE.MACKENZIE@sakilacustomer.org;415;Probolinggo;45;Indonesia;"9F5D";20493;2022-08-18;2022;8;18;3;20493;10;1;164;20220819;0.99
20494;372;S372M377;STEVE;MACKENZIE;STEVE.MACKENZIE@sakilacustomer.org;415;Probolinggo;45;Indonesia;"9F5D";20494;2022-08-18;2022;8;18;3;20494;3;1;42;20220827;3.99
20503;373;L373L378;LOUIS;LEONE;LOUIS.LEONE@sakilacustomer.org;523;Tanauan;75;Philippines;EEF5;20503;2022-08-01;2022;8;1;3;20503;8;1;76;20220810;5.99
20504;373;L373L378;LOUIS;LEONE;LOUIS.LEONE@sakilacustomer.org;523;Tanauan;75;Philippines;EEF5;20504;2022-08-02;2022;8;2;3;20504;2;1;69;20220810;7.99
20518;374;J374H379;JEREMY;HURTADO;JEREMY.HURTADO@sakilacustomer.org;572;Vitria de Santo Anto;15;Brazil;CD6C;20518;2022-08-17;2022;8;17;3;20518;12;1;37;20220822;0.99
20522;374;J374H379;JEREMY;HURTADO;JEREMY.HURTADO@sakilacustomer.org;572;Vitria de Santo Anto;15;Brazil;CD6C;20522;2022-08-21;2022;8;21;3;20522;1;1;165;20220829;8.99
20524;374;J374H379;JEREMY;HURTADO;JEREMY.HURTADO@sakilacustomer.org;572;Vitria de Santo Anto;15;Brazil;CD6C;20524;2022-08-22;2022;8;22;3;20524;2;1;82;20220824;2.99
20526;374;J374H379;JEREMY;HURTADO;JEREMY.HURTADO@sakilacustomer.org;572;Vitria de Santo Anto;15;Brazil;CD6C;20526;2022-08-22;2022;8;22;3;20526;14;1;158;20220830;6.99
20528;375;A375S380;AARON;SELBY;AARON.SELBY@sakilacustomer.org;348;Mwene-Ditu;25;Congo;FBD5;20528;2022-08-01;2022;8;1;3;20528;16;1;100;20220809;1.99
20535;375;A375S380;AARON;SELBY;AARON.SELBY@sakilacustomer.org;348;Mwene-Ditu;25;Congo;FBD5;20535;2022-08-18;2022;8;18;3;20535;16;1;143;20220819;0.99
20538;375;A375S380;AARON;SELBY;AARON.SELBY@sakilacustomer.org;348;Mwene-Ditu;25;Congo;FBD5;20538;2022-08-23;2022;8;23;3;20538;1;1;123;20220826;4.99
20546;376;R376G381;RANDY;GAITHER;RANDY.GAITHER@sakilacustomer.org;285;Kurgan;80;Russian Federation;F3B2;20546;2022-08-20;2022;8;20;3;20546;15;1;125;20220821;4.99
20547;376;R376G381;RANDY;GAITHER;RANDY.GAITHER@sakilacustomer.org;285;Kurgan;80;Russian Federation;F3B2;20547;2022-08-22;2022;8;22;3;20547;16;1;74;20220823;4.99
20550;377;H377F382;HOWARD;FORTNER;HOWARD.FORTNER@sakilacustomer.org;265;Kermanshah;46;Iran;"37F2";20550;2022-08-02;2022;8;2;3;20550;8;1;84;20220802;2.99
20551;377;H377F382;HOWARD;FORTNER;HOWARD.FORTNER@sakilacustomer.org;265;Kermanshah;46;Iran;"37F2";20551;2022-08-18;2022;8;18;3;20551;16;1;57;20220823;1.99
20554;377;H377F382;HOWARD;FORTNER;HOWARD.FORTNER@sakilacustomer.org;265;Kermanshah;46;Iran;"37F2";20554;2022-08-19;2022;8;19;3;20554;13;1;160;20220823;0.99
20561;378;E378C383;EUGENE;CULPEPPER;EUGENE.CULPEPPER@sakilacustomer.org;471;Shenzhen;23;China;C5FF;20561;2022-08-19;2022;8;19;3;20561;1;1;28;20220824;4.99
20563;378;E378C383;EUGENE;CULPEPPER;EUGENE.CULPEPPER@sakilacustomer.org;471;Shenzhen;23;China;C5FF;20563;2022-08-22;2022;8;22;3;20563;5;1;142;20220828;2.99
20572;379;C379C384;CARLOS;COUGHLIN;CARLOS.COUGHLIN@sakilacustomer.org;73;Bhavnagar;44;India;CF87;20572;2022-08-22;2022;8;22;3;20572;7;1;11;20220823;4.99
20574;379;C379C384;CARLOS;COUGHLIN;CARLOS.COUGHLIN@sakilacustomer.org;73;Bhavnagar;44;India;CF87;20574;2022-08-22;2022;8;22;3;20574;9;1;115;20220826;4.99
20582;380;R380B385;RUSSELL;BRINSON;RUSSELL.BRINSON@sakilacustomer.org;549;Tychy;76;Poland;E492;20582;2022-08-21;2022;8;21;3;20582;5;1;144;20220829;6.99
20592;381;B381B386;BOBBY;BOUDREAU;BOBBY.BOUDREAU@sakilacustomer.org;493;South Hill;5;Anguilla;"5437";20592;2022-08-17;2022;8;17;3;20592;4;1;163;20220823;2.99
20595;381;B381B386;BOBBY;BOUDREAU;BOBBY.BOUDREAU@sakilacustomer.org;493;South Hill;5;Anguilla;"5437";20595;2022-08-19;2022;8;19;3;20595;7;1;39;20220827;8.99
20597;381;B381B386;BOBBY;BOUDREAU;BOBBY.BOUDREAU@sakilacustomer.org;493;South Hill;5;Anguilla;"5437";20597;2022-08-20;2022;8;20;3;20597;2;1;26;20220822;0.99
20599;381;B381B386;BOBBY;BOUDREAU;BOBBY.BOUDREAU@sakilacustomer.org;493;South Hill;5;Anguilla;"5437";20599;2022-08-21;2022;8;21;3;20599;16;1;32;20220824;4.99
20603;382;V382B387;VICTOR;BARKLEY;VICTOR.BARKLEY@sakilacustomer.org;322;Manchester;103;United States;C5AB;20603;2022-08-18;2022;8;18;3;20603;4;1;65;20220822;0.99
20604;382;V382B387;VICTOR;BARKLEY;VICTOR.BARKLEY@sakilacustomer.org;322;Manchester;103;United States;C5AB;20604;2022-08-18;2022;8;18;3;20604;6;1;183;20220819;0.99
20607;382;V382B387;VICTOR;BARKLEY;VICTOR.BARKLEY@sakilacustomer.org;322;Manchester;103;United States;C5AB;20607;2022-08-21;2022;8;21;3;20607;1;1;119;20220830;5.99
20611;383;M383B388;MARTIN;BALES;MARTIN.BALES@sakilacustomer.org;360;Namibe;4;Angola;F114;20611;2022-08-02;2022;8;2;3;20611;3;1;146;20220804;0.99
20616;383;M383B388;MARTIN;BALES;MARTIN.BALES@sakilacustomer.org;360;Namibe;4;Angola;F114;20616;2022-08-21;2022;8;21;3;20616;9;1;43;20220831;4.99
20634;385;P385H390;PHILLIP;HOLM;PHILLIP.HOLM@sakilacustomer.org;521;Tama;50;Japan;"3793";20634;2022-08-23;2022;8;23;3;20634;16;1;134;20220829;6.99
20645;387;J387S392;JESSE;SCHILLING;JESSE.SCHILLING@sakilacustomer.org;315;Lubumbashi;25;Congo;FBD5;20645;2022-08-01;2022;8;1;3;20645;10;1;74;20220806;0.99
20655;387;J387S392;JESSE;SCHILLING;JESSE.SCHILLING@sakilacustomer.org;315;Lubumbashi;25;Congo;FBD5;20655;2022-08-22;2022;8;22;3;20655;7;1;193;20220824;0.99
20668;389;A389K394;ALAN;KAHN;ALAN.KAHN@sakilacustomer.org;157;Emeishan;23;China;C5FF;20668;2022-08-02;2022;8;2;3;20668;1;1;23;20220806;4.99
20669;389;A389K394;ALAN;KAHN;ALAN.KAHN@sakilacustomer.org;157;Emeishan;23;China;C5FF;20669;2022-08-02;2022;8;2;3;20669;7;1;50;20220804;2.99
20689;391;C391G396;CLARENCE;GAMEZ;CLARENCE.GAMEZ@sakilacustomer.org;229;Izumisano;50;Japan;"3793";20689;2022-08-01;2022;8;1;3;20689;3;1;126;20220802;2.99
20690;391;C391G396;CLARENCE;GAMEZ;CLARENCE.GAMEZ@sakilacustomer.org;229;Izumisano;50;Japan;"3793";20690;2022-08-02;2022;8;2;3;20690;2;1;125;20220805;4.99
20698;392;S392D397;SEAN;DOUGLASS;SEAN.DOUGLASS@sakilacustomer.org;6;Addis Abeba;31;Ethiopia;D256;20698;2022-08-02;2022;8;2;3;20698;2;1;56;20220804;0.99
20699;392;S392D397;SEAN;DOUGLASS;SEAN.DOUGLASS@sakilacustomer.org;6;Addis Abeba;31;Ethiopia;D256;20699;2022-08-17;2022;8;17;3;20699;13;1;67;20220821;2.99
20703;392;S392D397;SEAN;DOUGLASS;SEAN.DOUGLASS@sakilacustomer.org;6;Addis Abeba;31;Ethiopia;D256;20703;2022-08-20;2022;8;20;3;20703;12;1;144;20220825;4.99
20704;392;S392D397;SEAN;DOUGLASS;SEAN.DOUGLASS@sakilacustomer.org;6;Addis Abeba;31;Ethiopia;D256;20704;2022-08-20;2022;8;20;3;20704;6;1;181;20220828;7.99
20710;393;P393C398;PHILIP;CAUSEY;PHILIP.CAUSEY@sakilacustomer.org;278;Korolev;80;Russian Federation;F3B2;20710;2022-08-18;2022;8;18;3;20710;14;1;47;20220827;4.99
20711;393;P393C398;PHILIP;CAUSEY;PHILIP.CAUSEY@sakilacustomer.org;278;Korolev;80;Russian Federation;F3B2;20711;2022-08-18;2022;8;18;3;20711;9;1;139;20220820;0.99
20720;394;C394B399;CHRIS;BROTHERS;CHRIS.BROTHERS@sakilacustomer.org;181;Gijn;87;Spain;C7D4;20720;2022-08-01;2022;8;1;3;20720;12;1;172;20220805;0.99
20725;394;C394B399;CHRIS;BROTHERS;CHRIS.BROTHERS@sakilacustomer.org;181;Gijn;87;Spain;C7D4;20725;2022-08-19;2022;8;19;3;20725;1;1;197;20220824;0.99
20728;395;J395T400;JOHNNY;TURPIN;JOHNNY.TURPIN@sakilacustomer.org;15;al-Qadarif;89;Sudan;"64DB";20728;2022-08-21;2022;8;21;3;20728;11;1;49;20220826;5.99
20734;396;E396S401;EARL;SHANKS;EARL.SHANKS@sakilacustomer.org;228;Iwatsuki;50;Japan;"3793";20734;2022-08-18;2022;8;18;3;20734;9;1;1;20220826;5.99
20741;396;E396S401;EARL;SHANKS;EARL.SHANKS@sakilacustomer.org;228;Iwatsuki;50;Japan;"3793";20741;2022-08-21;2022;8;21;3;20741;4;1;194;20220830;1.99
20756;398;A398M403;ANTONIO;MEEK;ANTONIO.MEEK@sakilacustomer.org;44;Bag;15;Brazil;CD6C;20756;2022-08-01;2022;8;1;3;20756;9;1;93;20220805;2.99
20757;398;A398M403;ANTONIO;MEEK;ANTONIO.MEEK@sakilacustomer.org;44;Bag;15;Brazil;CD6C;20757;2022-08-02;2022;8;2;3;20757;5;1;162;20220808;4.99
20763;399;D399I404;DANNY;ISOM;DANNY.ISOM@sakilacustomer.org;375;Okara;72;Pakistan;"6234";20763;2022-08-02;2022;8;2;3;20763;6;1;191;20220808;4.99
20765;399;D399I404;DANNY;ISOM;DANNY.ISOM@sakilacustomer.org;375;Okara;72;Pakistan;"6234";20765;2022-08-19;2022;8;19;3;20765;16;1;188;20220820;4.99
20770;400;B400H405;BRYAN;HARDISON;BRYAN.HARDISON@sakilacustomer.org;135;Dallas;103;United States;C5AB;20770;2022-08-01;2022;8;1;3;20770;16;1;93;20220802;0.99
20783;401;T401C406;TONY;CARRANZA;TONY.CARRANZA@sakilacustomer.org;276;Koriyama;50;Japan;"3793";20783;2022-08-19;2022;8;19;3;20783;9;1;61;20220827;4.99
20786;401;T401C406;TONY;CARRANZA;TONY.CARRANZA@sakilacustomer.org;276;Koriyama;50;Japan;"3793";20786;2022-08-23;2022;8;23;3;20786;6;1;74;20220824;0.99
20792;403;M403W408;MIKE;WAY;MIKE.WAY@sakilacustomer.org;564;Valparai;44;India;CF87;20792;2022-08-01;2022;8;1;3;20792;8;1;149;20220804;2.99
20795;403;M403W408;MIKE;WAY;MIKE.WAY@sakilacustomer.org;564;Valparai;44;India;CF87;20795;2022-08-02;2022;8;2;3;20795;6;1;147;20220808;7.99
20799;403;M403W408;MIKE;WAY;MIKE.WAY@sakilacustomer.org;564;Valparai;44;India;CF87;20799;2022-08-17;2022;8;17;3;20799;14;1;183;20220818;0.99
20801;403;M403W408;MIKE;WAY;MIKE.WAY@sakilacustomer.org;564;Valparai;44;India;CF87;20801;2022-08-17;2022;8;17;3;20801;6;1;25;20220822;2.99
20804;403;M403W408;MIKE;WAY;MIKE.WAY@sakilacustomer.org;564;Valparai;44;India;CF87;20804;2022-08-21;2022;8;21;3;20804;6;1;102;20220823;0.99
20811;404;S404S409;STANLEY;SCROGGINS;STANLEY.SCROGGINS@sakilacustomer.org;380;Omiya;50;Japan;"3793";20811;2022-08-19;2022;8;19;3;20811;10;1;140;20220828;4.99
20819;405;L405S410;LEONARD;SCHOFIELD;LEONARD.SCHOFIELD@sakilacustomer.org;524;Tandil;6;Argentina;E7F8;20819;2022-08-01;2022;8;1;3;20819;13;1;177;20220808;4.99
20822;405;L405S410;LEONARD;SCHOFIELD;LEONARD.SCHOFIELD@sakilacustomer.org;524;Tandil;6;Argentina;E7F8;20822;2022-08-18;2022;8;18;3;20822;13;1;93;20220827;5.99
20837;407;D407R412;DALE;RATCLIFF;DALE.RATCLIFF@sakilacustomer.org;437;Rustenburg;85;South Africa;"1251";20837;2022-08-02;2022;8;2;3;20837;10;1;61;20220811;8.99
20854;408;M408M413;MANUEL;MURRELL;MANUEL.MURRELL@sakilacustomer.org;230;Jaffna;88;Sri Lanka;"3764";20854;2022-08-20;2022;8;20;3;20854;4;1;154;20220828;7.99
20856;408;M408M413;MANUEL;MURRELL;MANUEL.MURRELL@sakilacustomer.org;230;Jaffna;88;Sri Lanka;"3764";20856;2022-08-20;2022;8;20;3;20856;13;1;154;20220823;2.99
20866;410;C410I415;CURTIS;IRBY;CURTIS.IRBY@sakilacustomer.org;430;Richmond Hill;20;Canada;"317E";20866;2022-08-01;2022;8;1;3;20866;7;1;193;20220804;4.99
20867;410;C410I415;CURTIS;IRBY;CURTIS.IRBY@sakilacustomer.org;430;Richmond Hill;20;Canada;"317E";20867;2022-08-01;2022;8;1;3;20867;1;1;161;20220807;2.99
20877;410;C410I415;CURTIS;IRBY;CURTIS.IRBY@sakilacustomer.org;430;Richmond Hill;20;Canada;"317E";20877;2022-08-21;2022;8;21;3;20877;10;1;108;20220825;4.99
20878;410;C410I415;CURTIS;IRBY;CURTIS.IRBY@sakilacustomer.org;430;Richmond Hill;20;Canada;"317E";20878;2022-08-21;2022;8;21;3;20878;7;1;63;20220826;4.99
20879;410;C410I415;CURTIS;IRBY;CURTIS.IRBY@sakilacustomer.org;430;Richmond Hill;20;Canada;"317E";20879;2022-08-22;2022;8;22;3;20879;8;1;18;20220830;2.99
20890;411;N411C416;NORMAN;CURRIER;NORMAN.CURRIER@sakilacustomer.org;117;Cianjur;45;Indonesia;"9F5D";20890;2022-08-23;2022;8;23;3;20890;14;1;166;20220825;0.99
20893;412;A412B417;ALLEN;BUTTERFIELD;ALLEN.BUTTERFIELD@sakilacustomer.org;208;Hoshiarpur;44;India;CF87;20893;2022-08-02;2022;8;2;3;20893;16;1;49;20220805;4.99
20905;413;M413Y418;MARVIN;YEE;MARVIN.YEE@sakilacustomer.org;71;Berhampore (Baharampur);44;India;CF87;20905;2022-08-19;2022;8;19;3;20905;3;1;138;20220821;2.99
20906;413;M413Y418;MARVIN;YEE;MARVIN.YEE@sakilacustomer.org;71;Berhampore (Baharampur);44;India;CF87;20906;2022-08-20;2022;8;20;3;20906;10;1;17;20220822;4.99
20911;414;V414R419;VINCENT;RALSTON;VINCENT.RALSTON@sakilacustomer.org;19;Allende;60;Mexico;C350;20911;2022-08-19;2022;8;19;3;20911;1;1;170;20220822;4.99
20914;414;V414R419;VINCENT;RALSTON;VINCENT.RALSTON@sakilacustomer.org;19;Allende;60;Mexico;C350;20914;2022-08-19;2022;8;19;3;20914;8;1;152;20220828;7.99
20928;415;G415P420;GLENN;PULLEN;GLENN.PULLEN@sakilacustomer.org;23;Amersfoort;67;Netherlands;ABA5;20928;2022-08-23;2022;8;23;3;20928;5;1;80;20220824;0.99
20930;416;J416P421;JEFFERY;PINSON;JEFFERY.PINSON@sakilacustomer.org;134;Dadu;72;Pakistan;"6234";20930;2022-08-01;2022;8;1;3;20930;7;1;104;20220806;2.99
20931;416;J416P421;JEFFERY;PINSON;JEFFERY.PINSON@sakilacustomer.org;134;Dadu;72;Pakistan;"6234";20931;2022-08-01;2022;8;1;3;20931;11;1;78;20220810;6.99
20935;416;J416P421;JEFFERY;PINSON;JEFFERY.PINSON@sakilacustomer.org;134;Dadu;72;Pakistan;"6234";20935;2022-08-18;2022;8;18;3;20935;14;1;97;20220827;8.99
20938;416;J416P421;JEFFERY;PINSON;JEFFERY.PINSON@sakilacustomer.org;134;Dadu;72;Pakistan;"6234";20938;2022-08-22;2022;8;22;3;20938;15;1;70;20220829;1.99
20943;417;T417E422;TRAVIS;ESTEP;TRAVIS.ESTEP@sakilacustomer.org;16;al-Qatif;82;Saudi Arabia;"36A3";20943;2022-08-02;2022;8;2;3;20943;13;1;174;20220809;7.99
